dataset,expression,chain_of_thought,answer
train,((1 * 28) - (5 - 50)),"[""Compute 1 * 28 = 28."", ""Compute 5 - 50 = -45."", ""Compute 28 - -45 = 73.""]",73
train,((23 + 28) - (38 * 2)),"[""Compute 23 + 28 = 51."", ""Compute 38 * 2 = 76."", ""Compute 51 - 76 = -25.""]",-25
train,(42 + 17),"[""Compute 42 + 17 = 59.""]",59
train,((46 - 13) + (7 + 21)),"[""Compute 46 - 13 = 33."", ""Compute 7 + 21 = 28."", ""Compute 33 + 28 = 61.""]",61
train,(36 + 30),"[""Compute 36 + 30 = 66.""]",66
train,((37 * 45) - (49 - 38)),"[""Compute 37 * 45 = 1665."", ""Compute 49 - 38 = 11."", ""Compute 1665 - 11 = 1654.""]",1654
train,(39 - 33),"[""Compute 39 - 33 = 6.""]",6
train,((5 - 43) * (48 + 24)),"[""Compute 5 - 43 = -38."", ""Compute 48 + 24 = 72."", ""Compute -38 * 72 = -2736.""]",-2736
train,((24 - 24) * (19 * 12)),"[""Compute 24 - 24 = 0."", ""Compute 19 * 12 = 228."", ""Compute 0 * 228 = 0.""]",0
train,((2 - 41) * (7 + 32)),"[""Compute 2 - 41 = -39."", ""Compute 7 + 32 = 39."", ""Compute -39 * 39 = -1521.""]",-1521
train,(3 + 33),"[""Compute 3 + 33 = 36.""]",36
train,(49 + 37),"[""Compute 49 + 37 = 86.""]",86
train,((19 - 6) + (14 + 12)),"[""Compute 19 - 6 = 13."", ""Compute 14 + 12 = 26."", ""Compute 13 + 26 = 39.""]",39
train,(5 - 7),"[""Compute 5 - 7 = -2.""]",-2
train,(13 + 21),"[""Compute 13 + 21 = 34.""]",34
train,(25 + 32),"[""Compute 25 + 32 = 57.""]",57
train,(44 + 4),"[""Compute 44 + 4 = 48.""]",48
train,((46 * 48) - (14 * 43)),"[""Compute 46 * 48 = 2208."", ""Compute 14 * 43 = 602."", ""Compute 2208 - 602 = 1606.""]",1606
train,(45 * 24),"[""Compute 45 * 24 = 1080.""]",1080
train,(22 + 13),"[""Compute 22 + 13 = 35.""]",35
train,((49 + 27) + (12 + 30)),"[""Compute 49 + 27 = 76."", ""Compute 12 + 30 = 42."", ""Compute 76 + 42 = 118.""]",118
train,(42 - 26),"[""Compute 42 - 26 = 16.""]",16
train,(28 * 49),"[""Compute 28 * 49 = 1372.""]",1372
train,(49 * 29),"[""Compute 49 * 29 = 1421.""]",1421
train,(18 + 38),"[""Compute 18 + 38 = 56.""]",56
train,((40 * 42) + (1 + 33)),"[""Compute 40 * 42 = 1680."", ""Compute 1 + 33 = 34."", ""Compute 1680 + 34 = 1714.""]",1714
train,((4 + 33) * (15 - 3)),"[""Compute 4 + 33 = 37."", ""Compute 15 - 3 = 12."", ""Compute 37 * 12 = 444.""]",444
train,((5 - 48) * (4 * 8)),"[""Compute 5 - 48 = -43."", ""Compute 4 * 8 = 32."", ""Compute -43 * 32 = -1376.""]",-1376
train,(33 * 28),"[""Compute 33 * 28 = 924.""]",924
train,((2 * 26) + (9 + 14)),"[""Compute 2 * 26 = 52."", ""Compute 9 + 14 = 23."", ""Compute 52 + 23 = 75.""]",75
train,((7 * 20) - (1 - 23)),"[""Compute 7 * 20 = 140."", ""Compute 1 - 23 = -22."", ""Compute 140 - -22 = 162.""]",162
train,((47 + 3) + (4 - 49)),"[""Compute 47 + 3 = 50."", ""Compute 4 - 49 = -45."", ""Compute 50 + -45 = 5.""]",5
train,(2 - 7),"[""Compute 2 - 7 = -5.""]",-5
train,((31 * 21) + (41 + 49)),"[""Compute 31 * 21 = 651."", ""Compute 41 + 49 = 90."", ""Compute 651 + 90 = 741.""]",741
train,((38 + 17) * (16 * 21)),"[""Compute 38 + 17 = 55."", ""Compute 16 * 21 = 336."", ""Compute 55 * 336 = 18480.""]",18480
train,((15 + 45) - (7 * 35)),"[""Compute 15 + 45 = 60."", ""Compute 7 * 35 = 245."", ""Compute 60 - 245 = -185.""]",-185
train,((2 + 8) + (26 * 23)),"[""Compute 2 + 8 = 10."", ""Compute 26 * 23 = 598."", ""Compute 10 + 598 = 608.""]",608
train,((44 - 2) * (13 - 22)),"[""Compute 44 - 2 = 42."", ""Compute 13 - 22 = -9."", ""Compute 42 * -9 = -378.""]",-378
train,(19 + 49),"[""Compute 19 + 49 = 68.""]",68
train,(33 * 13),"[""Compute 33 * 13 = 429.""]",429
train,((50 * 39) - (25 + 25)),"[""Compute 50 * 39 = 1950."", ""Compute 25 + 25 = 50."", ""Compute 1950 - 50 = 1900.""]",1900
train,((20 * 34) + (7 * 8)),"[""Compute 20 * 34 = 680."", ""Compute 7 * 8 = 56."", ""Compute 680 + 56 = 736.""]",736
train,((24 + 16) * (5 - 33)),"[""Compute 24 + 16 = 40."", ""Compute 5 - 33 = -28."", ""Compute 40 * -28 = -1120.""]",-1120
train,((36 - 33) + (14 - 2)),"[""Compute 36 - 33 = 3."", ""Compute 14 - 2 = 12."", ""Compute 3 + 12 = 15.""]",15
train,(49 + 42),"[""Compute 49 + 42 = 91.""]",91
train,((8 * 8) - (41 - 5)),"[""Compute 8 * 8 = 64."", ""Compute 41 - 5 = 36."", ""Compute 64 - 36 = 28.""]",28
train,(6 + 43),"[""Compute 6 + 43 = 49.""]",49
train,((4 + 7) + (10 * 16)),"[""Compute 4 + 7 = 11."", ""Compute 10 * 16 = 160."", ""Compute 11 + 160 = 171.""]",171
train,((50 * 2) * (47 - 16)),"[""Compute 50 * 2 = 100."", ""Compute 47 - 16 = 31."", ""Compute 100 * 31 = 3100.""]",3100
train,(34 * 19),"[""Compute 34 * 19 = 646.""]",646
train,(34 + 12),"[""Compute 34 + 12 = 46.""]",46
train,(32 + 35),"[""Compute 32 + 35 = 67.""]",67
train,((34 - 32) * (5 * 19)),"[""Compute 34 - 32 = 2."", ""Compute 5 * 19 = 95."", ""Compute 2 * 95 = 190.""]",190
train,(14 * 3),"[""Compute 14 * 3 = 42.""]",42
train,(36 - 9),"[""Compute 36 - 9 = 27.""]",27
train,(34 + 48),"[""Compute 34 + 48 = 82.""]",82
train,((32 - 14) - (40 + 11)),"[""Compute 32 - 14 = 18."", ""Compute 40 + 11 = 51."", ""Compute 18 - 51 = -33.""]",-33
train,(44 * 24),"[""Compute 44 * 24 = 1056.""]",1056
train,(41 + 31),"[""Compute 41 + 31 = 72.""]",72
train,(39 + 38),"[""Compute 39 + 38 = 77.""]",77
train,(7 * 1),"[""Compute 7 * 1 = 7.""]",7
train,((44 * 13) - (22 - 35)),"[""Compute 44 * 13 = 572."", ""Compute 22 - 35 = -13."", ""Compute 572 - -13 = 585.""]",585
train,(18 * 6),"[""Compute 18 * 6 = 108.""]",108
train,(1 * 25),"[""Compute 1 * 25 = 25.""]",25
train,(50 * 32),"[""Compute 50 * 32 = 1600.""]",1600
train,(42 - 34),"[""Compute 42 - 34 = 8.""]",8
train,(39 + 33),"[""Compute 39 + 33 = 72.""]",72
train,(44 - 37),"[""Compute 44 - 37 = 7.""]",7
train,(45 + 15),"[""Compute 45 + 15 = 60.""]",60
train,((6 * 40) + (42 - 40)),"[""Compute 6 * 40 = 240."", ""Compute 42 - 40 = 2."", ""Compute 240 + 2 = 242.""]",242
train,(35 - 23),"[""Compute 35 - 23 = 12.""]",12
train,(14 + 30),"[""Compute 14 + 30 = 44.""]",44
train,(13 - 9),"[""Compute 13 - 9 = 4.""]",4
train,((33 + 8) + (34 + 28)),"[""Compute 33 + 8 = 41."", ""Compute 34 + 28 = 62."", ""Compute 41 + 62 = 103.""]",103
train,((18 * 26) - (28 * 11)),"[""Compute 18 * 26 = 468."", ""Compute 28 * 11 = 308."", ""Compute 468 - 308 = 160.""]",160
train,((30 + 37) + (35 * 4)),"[""Compute 30 + 37 = 67."", ""Compute 35 * 4 = 140."", ""Compute 67 + 140 = 207.""]",207
train,((4 - 38) + (37 * 21)),"[""Compute 4 - 38 = -34."", ""Compute 37 * 21 = 777."", ""Compute -34 + 777 = 743.""]",743
train,((13 - 4) * (30 - 9)),"[""Compute 13 - 4 = 9."", ""Compute 30 - 9 = 21."", ""Compute 9 * 21 = 189.""]",189
train,((11 - 21) + (7 + 11)),"[""Compute 11 - 21 = -10."", ""Compute 7 + 11 = 18."", ""Compute -10 + 18 = 8.""]",8
train,((2 + 27) * (30 + 14)),"[""Compute 2 + 27 = 29."", ""Compute 30 + 14 = 44."", ""Compute 29 * 44 = 1276.""]",1276
train,(16 * 28),"[""Compute 16 * 28 = 448.""]",448
train,(31 - 12),"[""Compute 31 - 12 = 19.""]",19
train,((16 * 18) * (38 + 11)),"[""Compute 16 * 18 = 288."", ""Compute 38 + 11 = 49."", ""Compute 288 * 49 = 14112.""]",14112
train,(1 + 22),"[""Compute 1 + 22 = 23.""]",23
train,(34 * 16),"[""Compute 34 * 16 = 544.""]",544
train,(11 + 1),"[""Compute 11 + 1 = 12.""]",12
train,(17 - 19),"[""Compute 17 - 19 = -2.""]",-2
train,(40 - 40),"[""Compute 40 - 40 = 0.""]",0
train,(25 - 5),"[""Compute 25 - 5 = 20.""]",20
train,(35 * 15),"[""Compute 35 * 15 = 525.""]",525
train,(33 * 41),"[""Compute 33 * 41 = 1353.""]",1353
train,(6 * 30),"[""Compute 6 * 30 = 180.""]",180
train,((16 - 5) * (3 * 31)),"[""Compute 16 - 5 = 11."", ""Compute 3 * 31 = 93."", ""Compute 11 * 93 = 1023.""]",1023
train,(46 + 29),"[""Compute 46 + 29 = 75.""]",75
train,(22 * 4),"[""Compute 22 * 4 = 88.""]",88
train,((30 * 49) - (3 - 13)),"[""Compute 30 * 49 = 1470."", ""Compute 3 - 13 = -10."", ""Compute 1470 - -10 = 1480.""]",1480
train,(37 - 28),"[""Compute 37 - 28 = 9.""]",9
train,(13 * 28),"[""Compute 13 * 28 = 364.""]",364
train,(49 - 36),"[""Compute 49 - 36 = 13.""]",13
train,((2 + 15) * (36 + 36)),"[""Compute 2 + 15 = 17."", ""Compute 36 + 36 = 72."", ""Compute 17 * 72 = 1224.""]",1224
train,((36 - 43) * (20 + 19)),"[""Compute 36 - 43 = -7."", ""Compute 20 + 19 = 39."", ""Compute -7 * 39 = -273.""]",-273
train,((25 + 11) * (16 + 48)),"[""Compute 25 + 11 = 36."", ""Compute 16 + 48 = 64."", ""Compute 36 * 64 = 2304.""]",2304
train,((43 - 46) * (32 + 2)),"[""Compute 43 - 46 = -3."", ""Compute 32 + 2 = 34."", ""Compute -3 * 34 = -102.""]",-102
train,((21 + 36) - (18 - 37)),"[""Compute 21 + 36 = 57."", ""Compute 18 - 37 = -19."", ""Compute 57 - -19 = 76.""]",76
train,(19 - 25),"[""Compute 19 - 25 = -6.""]",-6
train,((17 - 31) + (44 - 23)),"[""Compute 17 - 31 = -14."", ""Compute 44 - 23 = 21."", ""Compute -14 + 21 = 7.""]",7
train,((29 - 11) + (34 * 31)),"[""Compute 29 - 11 = 18."", ""Compute 34 * 31 = 1054."", ""Compute 18 + 1054 = 1072.""]",1072
train,(18 - 39),"[""Compute 18 - 39 = -21.""]",-21
train,(48 + 14),"[""Compute 48 + 14 = 62.""]",62
train,(22 - 8),"[""Compute 22 - 8 = 14.""]",14
train,(5 + 40),"[""Compute 5 + 40 = 45.""]",45
train,((6 * 3) - (33 - 1)),"[""Compute 6 * 3 = 18."", ""Compute 33 - 1 = 32."", ""Compute 18 - 32 = -14.""]",-14
train,((28 + 24) * (9 * 33)),"[""Compute 28 + 24 = 52."", ""Compute 9 * 33 = 297."", ""Compute 52 * 297 = 15444.""]",15444
train,(40 - 28),"[""Compute 40 - 28 = 12.""]",12
train,((1 + 16) + (25 - 11)),"[""Compute 1 + 16 = 17."", ""Compute 25 - 11 = 14."", ""Compute 17 + 14 = 31.""]",31
train,(16 * 17),"[""Compute 16 * 17 = 272.""]",272
train,(36 * 6),"[""Compute 36 * 6 = 216.""]",216
train,(5 - 1),"[""Compute 5 - 1 = 4.""]",4
train,((33 + 5) + (32 + 42)),"[""Compute 33 + 5 = 38."", ""Compute 32 + 42 = 74."", ""Compute 38 + 74 = 112.""]",112
train,(18 * 10),"[""Compute 18 * 10 = 180.""]",180
train,(50 * 38),"[""Compute 50 * 38 = 1900.""]",1900
train,(34 * 43),"[""Compute 34 * 43 = 1462.""]",1462
train,(16 - 45),"[""Compute 16 - 45 = -29.""]",-29
train,((9 + 27) * (35 * 25)),"[""Compute 9 + 27 = 36."", ""Compute 35 * 25 = 875."", ""Compute 36 * 875 = 31500.""]",31500
train,(4 + 28),"[""Compute 4 + 28 = 32.""]",32
train,((41 * 5) - (7 - 44)),"[""Compute 41 * 5 = 205."", ""Compute 7 - 44 = -37."", ""Compute 205 - -37 = 242.""]",242
train,((23 * 28) * (11 * 30)),"[""Compute 23 * 28 = 644."", ""Compute 11 * 30 = 330."", ""Compute 644 * 330 = 212520.""]",212520
train,((3 + 23) - (46 - 34)),"[""Compute 3 + 23 = 26."", ""Compute 46 - 34 = 12."", ""Compute 26 - 12 = 14.""]",14
train,(9 * 41),"[""Compute 9 * 41 = 369.""]",369
train,(41 * 4),"[""Compute 41 * 4 = 164.""]",164
train,((36 - 1) * (2 + 32)),"[""Compute 36 - 1 = 35."", ""Compute 2 + 32 = 34."", ""Compute 35 * 34 = 1190.""]",1190
train,((6 * 48) + (15 - 38)),"[""Compute 6 * 48 = 288."", ""Compute 15 - 38 = -23."", ""Compute 288 + -23 = 265.""]",265
train,((29 + 18) * (50 * 30)),"[""Compute 29 + 18 = 47."", ""Compute 50 * 30 = 1500."", ""Compute 47 * 1500 = 70500.""]",70500
train,(11 - 29),"[""Compute 11 - 29 = -18.""]",-18
train,((31 + 22) * (49 * 41)),"[""Compute 31 + 22 = 53."", ""Compute 49 * 41 = 2009."", ""Compute 53 * 2009 = 106477.""]",106477
train,((10 - 31) + (35 * 11)),"[""Compute 10 - 31 = -21."", ""Compute 35 * 11 = 385."", ""Compute -21 + 385 = 364.""]",364
train,((22 * 11) * (1 - 24)),"[""Compute 22 * 11 = 242."", ""Compute 1 - 24 = -23."", ""Compute 242 * -23 = -5566.""]",-5566
train,((33 - 31) * (14 - 22)),"[""Compute 33 - 31 = 2."", ""Compute 14 - 22 = -8."", ""Compute 2 * -8 = -16.""]",-16
train,((24 - 47) + (39 + 26)),"[""Compute 24 - 47 = -23."", ""Compute 39 + 26 = 65."", ""Compute -23 + 65 = 42.""]",42
train,(6 + 13),"[""Compute 6 + 13 = 19.""]",19
train,((41 + 26) * (16 + 29)),"[""Compute 41 + 26 = 67."", ""Compute 16 + 29 = 45."", ""Compute 67 * 45 = 3015.""]",3015
train,(16 + 42),"[""Compute 16 + 42 = 58.""]",58
train,((44 * 9) + (2 - 48)),"[""Compute 44 * 9 = 396."", ""Compute 2 - 48 = -46."", ""Compute 396 + -46 = 350.""]",350
train,(16 - 22),"[""Compute 16 - 22 = -6.""]",-6
train,((32 - 14) * (41 + 20)),"[""Compute 32 - 14 = 18."", ""Compute 41 + 20 = 61."", ""Compute 18 * 61 = 1098.""]",1098
train,((3 - 30) - (27 - 45)),"[""Compute 3 - 30 = -27."", ""Compute 27 - 45 = -18."", ""Compute -27 - -18 = -9.""]",-9
train,(43 + 40),"[""Compute 43 + 40 = 83.""]",83
train,((25 + 36) * (37 + 26)),"[""Compute 25 + 36 = 61."", ""Compute 37 + 26 = 63."", ""Compute 61 * 63 = 3843.""]",3843
train,(9 - 40),"[""Compute 9 - 40 = -31.""]",-31
train,(29 + 37),"[""Compute 29 + 37 = 66.""]",66
train,((21 - 4) - (21 * 16)),"[""Compute 21 - 4 = 17."", ""Compute 21 * 16 = 336."", ""Compute 17 - 336 = -319.""]",-319
train,((40 + 39) + (18 * 27)),"[""Compute 40 + 39 = 79."", ""Compute 18 * 27 = 486."", ""Compute 79 + 486 = 565.""]",565
train,(49 - 16),"[""Compute 49 - 16 = 33.""]",33
train,((23 * 23) + (36 - 26)),"[""Compute 23 * 23 = 529."", ""Compute 36 - 26 = 10."", ""Compute 529 + 10 = 539.""]",539
train,(41 + 45),"[""Compute 41 + 45 = 86.""]",86
train,((38 * 25) * (33 * 30)),"[""Compute 38 * 25 = 950."", ""Compute 33 * 30 = 990."", ""Compute 950 * 990 = 940500.""]",940500
train,((35 - 6) * (48 + 28)),"[""Compute 35 - 6 = 29."", ""Compute 48 + 28 = 76."", ""Compute 29 * 76 = 2204.""]",2204
train,(28 + 10),"[""Compute 28 + 10 = 38.""]",38
train,((37 * 42) * (27 * 14)),"[""Compute 37 * 42 = 1554."", ""Compute 27 * 14 = 378."", ""Compute 1554 * 378 = 587412.""]",587412
train,((35 * 12) - (49 - 18)),"[""Compute 35 * 12 = 420."", ""Compute 49 - 18 = 31."", ""Compute 420 - 31 = 389.""]",389
train,((29 * 24) * (4 * 28)),"[""Compute 29 * 24 = 696."", ""Compute 4 * 28 = 112."", ""Compute 696 * 112 = 77952.""]",77952
train,((23 - 43) - (7 + 35)),"[""Compute 23 - 43 = -20."", ""Compute 7 + 35 = 42."", ""Compute -20 - 42 = -62.""]",-62
train,((8 * 24) - (3 * 10)),"[""Compute 8 * 24 = 192."", ""Compute 3 * 10 = 30."", ""Compute 192 - 30 = 162.""]",162
train,((31 * 47) * (15 - 10)),"[""Compute 31 * 47 = 1457."", ""Compute 15 - 10 = 5."", ""Compute 1457 * 5 = 7285.""]",7285
train,((20 - 10) - (28 - 10)),"[""Compute 20 - 10 = 10."", ""Compute 28 - 10 = 18."", ""Compute 10 - 18 = -8.""]",-8
train,(4 - 10),"[""Compute 4 - 10 = -6.""]",-6
train,(19 + 33),"[""Compute 19 + 33 = 52.""]",52
train,(34 + 44),"[""Compute 34 + 44 = 78.""]",78
train,((15 - 47) + (10 + 18)),"[""Compute 15 - 47 = -32."", ""Compute 10 + 18 = 28."", ""Compute -32 + 28 = -4.""]",-4
train,(12 * 12),"[""Compute 12 * 12 = 144.""]",144
train,((34 - 10) * (25 + 5)),"[""Compute 34 - 10 = 24."", ""Compute 25 + 5 = 30."", ""Compute 24 * 30 = 720.""]",720
train,((5 - 47) + (41 + 43)),"[""Compute 5 - 47 = -42."", ""Compute 41 + 43 = 84."", ""Compute -42 + 84 = 42.""]",42
train,((27 - 4) + (49 - 48)),"[""Compute 27 - 4 = 23."", ""Compute 49 - 48 = 1."", ""Compute 23 + 1 = 24.""]",24
train,((14 + 10) - (31 - 26)),"[""Compute 14 + 10 = 24."", ""Compute 31 - 26 = 5."", ""Compute 24 - 5 = 19.""]",19
train,((15 * 30) + (49 * 34)),"[""Compute 15 * 30 = 450."", ""Compute 49 * 34 = 1666."", ""Compute 450 + 1666 = 2116.""]",2116
train,((1 - 15) * (43 + 15)),"[""Compute 1 - 15 = -14."", ""Compute 43 + 15 = 58."", ""Compute -14 * 58 = -812.""]",-812
train,((28 + 11) * (24 - 35)),"[""Compute 28 + 11 = 39."", ""Compute 24 - 35 = -11."", ""Compute 39 * -11 = -429.""]",-429
train,((37 - 6) + (31 + 50)),"[""Compute 37 - 6 = 31."", ""Compute 31 + 50 = 81."", ""Compute 31 + 81 = 112.""]",112
train,((7 * 21) * (3 * 4)),"[""Compute 7 * 21 = 147."", ""Compute 3 * 4 = 12."", ""Compute 147 * 12 = 1764.""]",1764
train,((32 + 11) - (23 * 36)),"[""Compute 32 + 11 = 43."", ""Compute 23 * 36 = 828."", ""Compute 43 - 828 = -785.""]",-785
train,(14 * 48),"[""Compute 14 * 48 = 672.""]",672
train,((34 + 49) * (40 * 21)),"[""Compute 34 + 49 = 83."", ""Compute 40 * 21 = 840."", ""Compute 83 * 840 = 69720.""]",69720
train,((19 - 21) - (27 - 15)),"[""Compute 19 - 21 = -2."", ""Compute 27 - 15 = 12."", ""Compute -2 - 12 = -14.""]",-14
train,(40 + 27),"[""Compute 40 + 27 = 67.""]",67
train,(18 - 40),"[""Compute 18 - 40 = -22.""]",-22
train,(26 + 30),"[""Compute 26 + 30 = 56.""]",56
train,((18 * 35) * (9 + 36)),"[""Compute 18 * 35 = 630."", ""Compute 9 + 36 = 45."", ""Compute 630 * 45 = 28350.""]",28350
train,(12 * 29),"[""Compute 12 * 29 = 348.""]",348
train,((39 * 10) * (7 + 47)),"[""Compute 39 * 10 = 390."", ""Compute 7 + 47 = 54."", ""Compute 390 * 54 = 21060.""]",21060
train,(27 - 12),"[""Compute 27 - 12 = 15.""]",15
train,((43 + 23) - (26 * 5)),"[""Compute 43 + 23 = 66."", ""Compute 26 * 5 = 130."", ""Compute 66 - 130 = -64.""]",-64
train,((38 + 43) + (19 * 43)),"[""Compute 38 + 43 = 81."", ""Compute 19 * 43 = 817."", ""Compute 81 + 817 = 898.""]",898
train,(23 * 16),"[""Compute 23 * 16 = 368.""]",368
train,((26 * 36) + (34 * 9)),"[""Compute 26 * 36 = 936."", ""Compute 34 * 9 = 306."", ""Compute 936 + 306 = 1242.""]",1242
train,(46 * 6),"[""Compute 46 * 6 = 276.""]",276
train,(26 + 13),"[""Compute 26 + 13 = 39.""]",39
train,((43 * 12) - (12 + 29)),"[""Compute 43 * 12 = 516."", ""Compute 12 + 29 = 41."", ""Compute 516 - 41 = 475.""]",475
train,(16 - 27),"[""Compute 16 - 27 = -11.""]",-11
train,(28 * 7),"[""Compute 28 * 7 = 196.""]",196
train,(46 * 17),"[""Compute 46 * 17 = 782.""]",782
train,(49 * 37),"[""Compute 49 * 37 = 1813.""]",1813
train,(42 - 40),"[""Compute 42 - 40 = 2.""]",2
train,((32 * 34) * (6 * 39)),"[""Compute 32 * 34 = 1088."", ""Compute 6 * 39 = 234."", ""Compute 1088 * 234 = 254592.""]",254592
train,(18 + 25),"[""Compute 18 + 25 = 43.""]",43
train,(32 - 37),"[""Compute 32 - 37 = -5.""]",-5
train,(36 + 14),"[""Compute 36 + 14 = 50.""]",50
train,((38 * 41) - (22 - 7)),"[""Compute 38 * 41 = 1558."", ""Compute 22 - 7 = 15."", ""Compute 1558 - 15 = 1543.""]",1543
